class_size,instance,rep,solver,resolution_time,result_type,formed_teams,team_scores,score,score_type,name,group_size
30,4,2,CBC,7.38501501083374,optimal,"[{199, 170, 77, 273, 246}, {257, 366, 78, 369, 212}, {363, 299, 111, 337, 82}, {226, 103, 107, 122, 94}, {194, 108, 144, 346, 286}, {141, 374, 118, 154, 253}]","[0.875, 1.0, 0.875, 1.0, 0.875, 1.0]",5.625,belbin,belbin-Student_num-30-instance-4-rep2-CBC-groupsize-5,5
30,4,3,CBC,0.0783901214599609,optimal,"[{122, 299, 77}, {257, 78, 369}, {194, 82, 363}, {154, 94, 103}, {144, 337, 107}, {346, 108, 374}, {199, 212, 111}, {366, 118, 286}, {273, 141, 246}, {170, 226, 253}]","[0.875, 0.875, 0.625, 0.5, 0.875, 0.875, 0.625, 0.75, 0.625, 0.75]",7.375,belbin,belbin-Student_num-30-instance-4-rep3-CBC-groupsize-3,3
30,4,3,CBC,19.572396516799927,optimal,"[{103, 77, 78, 111, 246}, {170, 273, 82, 337, 118}, {194, 199, 144, 212, 94}, {107, 108, 141, 122, 286}, {363, 346, 366, 154, 253}, {257, 226, 299, 369, 374}]","[0.875, 1.0, 0.875, 1.0, 0.875, 1.0]",5.625,belbin,belbin-Student_num-30-instance-4-rep3-CBC-groupsize-5,5
30,4,4,CBC,0.0789949893951416,optimal,"[{122, 299, 77}, {257, 78, 369}, {194, 82, 363}, {154, 94, 103}, {144, 337, 107}, {346, 108, 374}, {199, 212, 111}, {366, 118, 286}, {273, 141, 246}, {170, 226, 253}]","[0.875, 0.875, 0.625, 0.5, 0.875, 0.875, 0.625, 0.75, 0.625, 0.75]",7.375,belbin,belbin-Student_num-30-instance-4-rep4-CBC-groupsize-3,3
30,4,4,CBC,19.6572265625,optimal,"[{103, 77, 78, 111, 246}, {170, 273, 82, 337, 118}, {194, 199, 144, 212, 94}, {107, 108, 141, 122, 286}, {363, 346, 366, 154, 253}, {257, 226, 299, 369, 374}]","[0.875, 1.0, 0.875, 1.0, 0.875, 1.0]",5.625,belbin,belbin-Student_num-30-instance-4-rep4-CBC-groupsize-5,5
30,4,5,CBC,0.0771992206573486,optimal,"[{122, 299, 77}, {257, 78, 369}, {194, 82, 363}, {154, 94, 103}, {144, 337, 107}, {346, 108, 374}, {199, 212, 111}, {366, 118, 286}, {273, 141, 246}, {170, 226, 253}]","[0.875, 0.875, 0.625, 0.5, 0.875, 0.875, 0.625, 0.75, 0.625, 0.75]",7.375,belbin,belbin-Student_num-30-instance-4-rep5-CBC-groupsize-3,3
30,4,5,CBC,19.54408049583435,optimal,"[{103, 77, 78, 111, 246}, {170, 273, 82, 337, 118}, {194, 199, 144, 212, 94}, {107, 108, 141, 122, 286}, {363, 346, 366, 154, 253}, {257, 226, 299, 369, 374}]","[0.875, 1.0, 0.875, 1.0, 0.875, 1.0]",5.625,belbin,belbin-Student_num-30-instance-4-rep5-CBC-groupsize-5,5
30,5,1,CBC,0.1055316925048828,optimal,"[{80, 252, 326}, {88, 373, 263}, {136, 305, 173}, {201, 163, 151}, {152, 379, 339}, {264, 156, 293}, {161, 198, 287}, {336, 270, 319}, {289, 307, 279}, {378, 380, 359}]","[0.625, 0.625, 0.625, 0.875, 0.75, 0.875, 0.75, 1.0, 0.75, 0.75]",7.625,belbin,belbin-Student_num-30-instance-5-rep1-CBC-groupsize-3,3
30,5,1,CBC,46.85544061660767,optimal,"[{359, 80, 307, 373, 287}, {264, 173, 156, 88, 252}, {289, 163, 136, 151, 378}, {326, 270, 305, 279, 152}, {161, 201, 336, 380, 319}, {293, 198, 263, 339, 379}]","[0.75, 1.0, 1.0, 0.875, 0.875, 0.875]",5.375,belbin,belbin-Student_num-30-instance-5-rep1-CBC-groupsize-5,5
30,5,2,CBC,0.1018908023834228,optimal,"[{80, 252, 326}, {88, 373, 263}, {136, 305, 173}, {201, 163, 151}, {152, 379, 339}, {264, 156, 293}, {161, 198, 287}, {336, 270, 319}, {289, 307, 279}, {378, 380, 359}]","[0.625, 0.625, 0.625, 0.875, 0.75, 0.875, 0.75, 1.0, 0.75, 0.75]",7.625,belbin,belbin-Student_num-30-instance-5-rep2-CBC-groupsize-3,3
30,5,2,CBC,44.76545071601868,optimal,"[{359, 80, 307, 373, 287}, {264, 173, 156, 88, 252}, {289, 163, 136, 151, 378}, {326, 270, 305, 279, 152}, {161, 201, 336, 380, 319}, {293, 198, 263, 339, 379}]","[0.75, 1.0, 1.0, 0.875, 0.875, 0.875]",5.375,belbin,belbin-Student_num-30-instance-5-rep2-CBC-groupsize-5,5
30,5,3,CBC,0.105325698852539,optimal,"[{80, 252, 326}, {88, 373, 263}, {136, 305, 173}, {201, 163, 151}, {152, 379, 339}, {264, 156, 293}, {161, 198, 287}, {336, 270, 319}, {289, 307, 279}, {378, 380, 359}]","[0.625, 0.625, 0.625, 0.875, 0.75, 0.875, 0.75, 1.0, 0.75, 0.75]",7.625,belbin,belbin-Student_num-30-instance-5-rep3-CBC-groupsize-3,3
